term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
wow,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,wow,wow,wow
re-containing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,re-contain,re-contain,re-containing
uniqueness,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,uniqu,uniqu,un
prime,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,prime,prime,prim
strengthener,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,strengthen,strengthen,strengthener
lowtemperature,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,lowtemperatur,lowtemperatur,lowtemp
hftawlrrel,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,hftawlrrel,hftawlrrel,hftawlrrel
shhhhhhhhhhhhhhhis,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,18,NN,shhhhhhhhhhhhhhhi,shhhhhhhhhhhhhhhis,shhhhhhhhhhhhhhhis
4d-5d,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,4d-5d,4d-5d,4d-5d
fall,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,fall,fall,fal
stiffness,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,stiff,stiff,stiff
developing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,develop,develop,develop
non-bcc,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,JJ,non-bcc,non-bcc,non-bcc
oerecoescsooooooooscse,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,22,NN,oerecoescsooooooooscs,oerecoescsooooooooscs,oerecoescsooooooooscs
parallel,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,parallel,parallel,parallel
fulfill,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,fulfil,fulfil,fulfil
demands,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,demand,demand,demand
motivating,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,motiv,motiv,mot
centrality,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,central,central,cent
231,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,231,231,231
2317,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,2317,2317,2317
couzinimiraclesenkovdirras,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,26,NNS,couzinimiraclesenkovdirra,couzinimiraclesenkovdirra,couzinimiraclesenkovdirra
embrittling,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBG,embrittl,embrittl,embrittl
substantial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,JJ,substanti,substanti,subst
monbtaw,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,monbtaw,monbtaw,monbtaw
differ,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,differ,differ,diff
hf-containing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,hf-contain,hf-contain,hf-containing
4-component,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,JJ,4-compon,4-compon,4-component
miracle-senkov,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,miracle-senkov,miracle-senkov,miracle-senkov
ity,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,iti,iti,ity
-01,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,-01,-01,-01
wdanomnaakenhnanwmaimstt,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,24,NN,wdanomnaakenhnanwmaimstt,wdanomnaakenhnanwmaimstt,wdanomnaakenhnanwmaimst
jth,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,jth,jth,jth
monbta-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,monbta-,monbta-,monbta-
tiw,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,tiw,tiw,tiw
causing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,caus,caus,caus
embrittlement,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,embrittl,embrittl,embrittl
ta933v0334xwo033-x,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,18,NN,ta933v0334xwo033-x,ta933v0334xwo033-x,ta933v0334xwo033-x
scientists,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,scientist,scientist,sci
near-equimolar,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,JJ,near-equimolar,near-equimolar,near-equimol
outer,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,outer,outer,out
wddondaadoatdhntt,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,NN,wddondaadoatdhntt,wddondaadoatdhntt,wddondaadoatdhntt
variants,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,variant,variant,vary
aga,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NNP,aga,aga,ag
derives,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,deriv,deriv,der
anedtaenantosnaeasal,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,20,NN,anedtaenantosnaeas,anedtaenantosnaeas,anedtaenantosnaeas
sion,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,sion,sion,sion
lssssssssssdccc,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,lssssssssssdccc,lssssssssssdccc,lssssssssssdccc
soeagantwaanaaaaayn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,19,NN,soeagantwaanaaaaayn,soeagantwaanaaaaayn,soeagantwaanaaaaayn
odmor,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,odmor,odmor,odm
composition-dependent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,21,NN,composition-depend,composition-depend,composition-dependent
odh-onk,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,odh-onk,odh-onk,odh-onk
hhhhhhhhhhhhh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,hhhhhhhhhhhhh,hhhhhhhhhhhhh,hhhhhhhhhhhhh
coooooosoooooolsaa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,18,NN,coooooosoooooolsaa,coooooosoooooolsaa,coooooosoooooolsa
lik,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,lik,lik,lik
aae,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,aae,aae,aa
sbs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,sb,sbs,sbs
earth,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,earth,earth,ear
re1zr29hf23tizg,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,re1zr29hf23tizg,re1zr29hf23tizg,re1zr29hf23tizg
igh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,igh,igh,igh
face-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,face-,face-,face-
type-ii,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,type-ii,type-ii,type-ii
bodycentered,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,VBN,bodycent,bodycent,bodyc
hexagonal-closed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,JJ,hexagonal-clos,hexagonal-clos,hexagonal-closed
packed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,pack,pack,pack
solid-solutions,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NNS,solid-solut,solid-solut,solid-solutions
stabilizing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBG,stabil,stabil,stabl
temperatures1,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,temperatures1,temperatures1,temperatures1
ta-nb-hf-zr-ti,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,ta-nb-hf-zr-ti,ta-nb-hf-zr-ti,ta-nb-hf-zr-ti
tanbo7hfzrtio33,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,tanbo7hfzrtio33,tanbo7hfzrtio33,tanbo7hfzrtio33
seaeoqoqoqoqgeceooooogs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,23,NNS,seaeoqoqoqoqgeceooooog,seaeoqoqoqoqgeceooooog,seaeoqoqoqoqgeceooooog
hoh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,hoh,hoh,hoh
tesla,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,tesla,tesla,tesl
extraordinarily,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,RB,extraordinarili,extraordinarili,extraordin
pressures,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,pressur,pressur,press
reality,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,realiti,realiti,real
eeseeeeeeeee2eeeeepes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,21,NN,eeseeeeeeeee2eeeeep,eeseeeeeeeee2eeeeep,eeseeeeeeeee2eeeeepes
cscl,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cscl,cscl,cscl
potent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,potent,potent,pot
second-smallest,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,second-smallest,second-smallest,second-smallest
0704,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0704,0704,0704
subsystems,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,subsystem,subsystem,subsystem
sub-family,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,RB,sub-famili,sub-famili,sub-family
subtracting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBG,subtract,subtract,subtract
ssscoscscsosososcss,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,19,NN,ssscoscscsosososcss,ssscoscscsosososcss,ssscoscscsosososcss
grain-size-dependent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,20,NN,grain-size-depend,grain-size-depend,grain-size-dependent
appendix,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,appendix,appendix,appendix
anananaaaati,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,anananaaaati,anananaaaati,anananaaaat
nizcr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,nizcr,nizcr,nizcr
regularity,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,regular,regular,regul
sse,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,sse,sse,sse
hthtadnomnnonm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,hthtadnomnnonm,hthtadnomnnonm,hthtadnomnnonm
anat,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,anat,anat,an
150210,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,CD,150210,150210,150210
fairly,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,RB,fairli,fair,fair
experimentally-measured,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,23,JJ,experimentally-measur,experimentally-measur,experimentally-measured
zihhhhhhhhhhhhh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,zihhhhhhhhhhhhh,zihhhhhhhhhhhhh,zihhhhhhhhhhhhh
overwhelmingly,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,RB,overwhelmingli,overwhelm,overwhelm
co-cr-ni-v,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,co-cr-ni-v,co-cr-ni-v,co-cr-ni-v
ess,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,ess,ess,ess
ooccscscsoscscsescsscs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,22,NN,ooccscscsoscscsescssc,ooccscscsoscscsescssc,ooccscscsoscscsescssc
avyj,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,avyj,avyj,avys
vajjoy135372880cy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,NN,vajjoy135372880ci,vajjoy135372880ci,vajjoy135372880cy
nixv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,nixv,nixv,nixv
bea,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,bea,bea,bea
a3595,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,a3595,a3595,a3595
valoy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,valoy,valoy,valoy
anaaaaaaaaanaaaa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,anaaaaaaaaanaaaa,anaaaaaaaaanaaaa,anaaaaaaaaanaaa
11617,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,11617,11617,11617
sicgoooqgcoocaococoqcos,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,23,NN,sicgoooqgcoocaococoqco,sicgoooqgcoocaococoqco,sicgoooqgcoocaococoqco
compensated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBN,compens,compens,compens
0960,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0960,0960,0960
avy,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,avi,avi,avy
1920,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,1920,1920,1920
1094,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,1094,1094,1094
eoeeeeeeeeaeagsa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,NN,eoeeeeeeeeaeagsa,eoeeeeeeeeaeagsa,eoeeeeeeeeaeags
incorrect,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,incorrect,incorrect,incorrect
118,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,118,118,118
nigp32vo368,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,nigp32vo368,nigp32vo368,nigp32vo368
0334,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0334,0334,0334
stands,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,stand,stand,stand
soeooconmncoocoococcoocosa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,26,NN,soeooconmncoocoococcoocosa,soeooconmncoocoococcoocosa,soeooconmncoocoococcoocos
closely-related,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,JJ,closely-rel,closely-rel,closely-related
860,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,860,860,860
494,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,494,494,494
jum,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,jum,jum,jum
199,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,199,199,199
co2cry7,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,co2cry7,co2cry7,co2cry7
esooosooooosso,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,esooosooooosso,esooosooooosso,esooosooooosso
fe37mn7ni7,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,fe37mn7ni7,fe37mn7ni7,fe37mn7ni7
equicomposition,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,equicomposit,equicomposit,equicomposit
113,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,113,113,113
1113,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,1113,1113,1113
ananannnanttwaaanaayn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,21,NN,ananannnanttwaaanaayn,ananannnanttwaaanaayn,ananannnanttwaaanaayn
non-dilute,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,JJ,non-dilut,non-dilut,non-dilute
finandoadshmnathnn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,18,NN,finandoadshmnathnn,finandoadshmnathnn,finandoadshmnathn
turning,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,turn,turn,turn
enable,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,JJ,enabl,enabl,en
scaling,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,scale,scale,scal
co49cr15fe35mnsniz5vi9,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,22,NN,co49cr15fe35mnsniz5vi9,co49cr15fe35mnsniz5vi9,co49cr15fe35mnsniz5vi9
399,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,399,399,399
32vo368,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,CD,32vo368,32vo368,32vo368
383,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,383,383,383
av2,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,av2,av2,av2
favors,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,favor,favor,fav
nig,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,nig,nig,nig
632vo368,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,CD,632vo368,632vo368,632vo368
433,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,433,433,433
nip,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,nip,nip,nip
750,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,750,750,750
examine,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,examin,examin,examin
864,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,864,864,864
nio32vo36s,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,nio32vo36,nio32vo36,nio32vo36s
co-cr-fe-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,co-cr-fe-,co-cr-fe-,co-cr-fe-
mn-ni-v,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,mn-ni-v,mn-ni-v,mn-ni-v
broadly,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,RB,broadli,broad,broad
essssseeeeeeee,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,essssseeeeeee,essssseeeeeee,esssss
expressions,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,express,express,express
498,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,498,498,498
gain,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,gain,gain,gain
317,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,317,317,317
serving,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,serv,serv,serv
werkstofftechnik,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,FW,werkstofftechnik,werkstofftechnik,werkstofftechnik
tion,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,tion,tion,tion
arising,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,aris,aris,ar
universitat,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,universitat,universitat,universit
peon,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,peon,peon,peon
composi-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,composi-,composi-,composi-
paul-bonatz-str,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,paul-bonatz-str,paul-bonatz-str,paul-bonatz-str
9-11,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,9-11,9-11,9-11
57068,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,57068,57068,57068
manuscript,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,manuscript,manuscript,manuscrib
submitted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,submit,submit,submit
june,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NNP,june,june,jun
november,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNP,novemb,novemb,novemb
toda-caraballo,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,toda-caraballo,toda-caraballo,toda-caraballo
staying,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBG,stay,stay,stay
pej,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,pej,pej,pej
correlate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,correl,correl,correl
rivera-diaz-del-castillo,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,24,JJ,rivera-diaz-del-castillo,rivera-diaz-del-castillo,rivera-diaz-del-castillo
generalization,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,gener,general,gen
fiir,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,fiir,fiir,fiir
institut,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNP,institut,institut,institut
674a,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,674a,674a,674a
l1-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,l1-,l1-,l1-
engelbert-arnold-str,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,20,NN,engelbert-arnold-str,engelbert-arnold-str,engelbert-arnold-str
76131,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,76131,76131,76131
email,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,email,email,email
hanschenkitedu,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,hanschenkitedu,hanschenkitedu,hanschenkitedu
i-c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,i-c,i-c,i-c
choi,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,choi,choi,cho
schwaiger,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,schwaiger,schwaiger,schwaiger
am-wbm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,JJ,am-wbm,am-wbm,am-wbm
hermann-von-helmholtz-platz,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,27,JJ,hermann-von-helmholtz-platz,hermann-von-helmholtz-platz,hermann-von-helmholtz-platz
76344,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,76344,76344,76344
eggenstein-leopoldshafen,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,24,NN,eggenstein-leopoldshafen,eggenstein-leopoldshafen,eggenstein-leopoldshaf
covariance,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,covari,covari,cov
fredom,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,fredom,fredom,fredom
muller,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,muller,muller,mul
gorr,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,gorr,gorr,gor
cote,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,cote,cote,cot
cu-kf,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cu-kf,cu-kf,cu-kf
h-j,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,h-j,h-j,h-j
christ,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,christ,christ,christ
alter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,alter,alter,alt
logarithmic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,JJ,logarithm,logarithm,logarithm
321,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,321,321,321
axis,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,axi,axi,ax
capability,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,capabl,capabl,cap
rnp,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,rnp,rnp,rnp
alloys15-181,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,alloys15-181,alloys15-181,alloys15-181
deform,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,deform,deform,deform
ral,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,JJ,ral,ral,ral
al3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,al3,al3,al3
recalculate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,recalcul,recalcul,recalc
screening,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBG,screen,screen,screening
400c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,400c,400c,400c
xti3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,xti3,xti3,xti3
png,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,png,png,png
relevance,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,relev,relev,relev
stressed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,stress,stress,stressed
composition-depending,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,21,NN,composition-depend,composition-depend,composition-depending
9996,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,9996,9996,9996
reproducible,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,JJ,reproduc,reproduc,reproduc
am05,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,am05,am05,am05
edmund,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,edmund,edmund,edmund
bihler,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,bihler,bihler,bihl
pwh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,pwh,pwh,pwh
combined--fiber,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,NN,combined--fib,combined--fib,combined--fiber
2xrd,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,2xrd,2xrd,2xrd
lcrs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,lcr,lcrs,lcrs
designated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBN,design,design,design
face-centered-cubic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,19,JJ,face-centered-cub,face-centered-cub,face-centered-cubic
erc,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,erc,erc,erc
accounts,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,account,account,account
