term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_max,dfidf
cocrfenimn,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,10,NN,cocrfenimn,cocrfenimn,cocrfenimn,11,1.4457456903189614,0.02441095210643408,0.09638304602126409,15.903202593508576
figs,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,4,NNS,fig,fig,fig,11,1.4457456903189614,0.014293764022231615,0.030760546602531094,15.903202593508576
presence,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,8,NN,presenc,presenc,pres,10,1.4871383754771865,0.022583158803499124,0.0619640989782161,14.871383754771866
models,15,0.0005452364508741958,10.840830365209749,0.005910815872856175,6,NNS,model,model,model,10,1.4871383754771865,0.021651609054005726,0.04130939931881073,14.871383754771866
mixed,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,JJ,mix,mix,mix,9,1.5328958660378615,0.022296223828591505,0.07299504123989817,13.796062794340754
temperature-dependent,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,21,NN,temperature-depend,temperature-depend,temperature-dependent,11,1.4457456903189614,0.025004450499952636,0.08031920501772007,15.903202593508576
supercell,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,9,NN,supercel,supercel,supercel,9,1.5328958660378615,0.021896494587055927,0.05167064716981556,13.796062794340754
see,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,3,VB,see,see,see,13,1.3731950231703498,0.013947950722700183,0.04291234447407343,17.851535301214547
effects,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,7,NNS,effect,effect,effect,14,1.3410103397989483,0.025989068731576758,0.13410103397989484,18.774144757185276
application,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,applic,applic,apply,14,1.3410103397989483,0.015585177512832005,0.030477507722703374,18.774144757185276
calculation,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,calcul,calcul,calc,11,1.4457456903189614,0.020301901317031183,0.06884503287233149,15.903202593508576
particular,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,10,JJ,particular,particular,particul,12,1.4079571294295616,0.013696651663783433,0.028733818967950235,16.89548555315474
zero,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,4,NN,zero,zero,zero,10,1.4871383754771865,0.020883177115725033,0.05311208483847094,14.871383754771866
intensity,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,9,NN,intens,intens,intens,10,1.4871383754771865,0.01607359655012197,0.04248966787077676,14.871383754771866
combination,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,combin,combin,combin,14,1.3410103397989483,0.017592306340253248,0.03831458113711281,18.774144757185276
lead,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,4,NN,lead,lead,lead,12,1.4079571294295616,0.01300564631749416,0.034764373566162014,16.89548555315474
strain-rate,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NN,strain-rat,strain-rat,strain-rate,9,1.5328958660378615,0.021644969257912445,0.05677392096436524,13.796062794340754
relative,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,8,NN,rel,relat,rel,11,1.4457456903189614,0.026978799875139646,0.13143142639263286,15.903202593508576
tests,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NNS,test,test,test,11,1.4457456903189614,0.021868334036502107,0.07414080463174161,15.903202593508576
differences,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,11,NNS,differ,differ,diff,13,1.3731950231703498,0.015190866285014327,0.05604877645593264,17.851535301214547
additional,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,10,JJ,addit,addit,addit,13,1.3731950231703498,0.019903607156592413,0.03814430619917638,17.851535301214547
almost,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,6,RB,almost,almost,almost,12,1.4079571294295616,0.018985398494397218,0.03910992026193227,16.89548555315474
types,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NNS,type,type,typ,11,1.4457456903189614,0.01568632951751658,0.031429254137368724,15.903202593508576
family,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,6,NN,famili,famili,famy,8,1.584048388485243,0.03163859316953219,0.056573156731615816,12.672387107881944
plane,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,5,NN,plane,plane,plan,10,1.4871383754771865,0.014194826020046231,0.04647307423366208,14.871383754771866
studies,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,7,NNS,studi,studi,study,12,1.4079571294295616,0.026958182637081777,0.08282100761350362,16.89548555315474
characterized,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,13,VBN,character,character,charact,13,1.3731950231703498,0.020789794672039622,0.04993436447892181,17.851535301214547
concentrated,14,0.0005088873541492494,10.940366038760663,0.005567413926889218,12,VBN,concentr,concentr,cont,11,1.4457456903189614,0.02263003881604656,0.04517955282246754,15.903202593508576
cell,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,cell,cell,cel,8,1.584048388485243,0.023831216657640077,0.07200219947660196,12.672387107881944
rhirpdptnicu,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NN,rhirpdptnicu,rhirpdptnicu,rhirpdptnicu,9,1.5328958660378615,0.021066441318571383,0.043180165240503145,13.796062794340754
hardening,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,VBG,harden,harden,hard,10,1.4871383754771865,0.021493364480315046,0.04310546015875903,14.871383754771866
appears,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,VBZ,appear,appear,appear,12,1.4079571294295616,0.011834621809445249,0.02631695569027218,16.89548555315474
fact,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,fact,fact,fact,13,1.3731950231703498,0.015608720119031923,0.03613671113606184,17.851535301214547
moments,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,NNS,moment,moment,mom,10,1.4871383754771865,0.021048117369736934,0.05311208483847094,14.871383754771866
contrast,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,contrast,contrast,contrast,11,1.4457456903189614,0.015439687999193685,0.037070402315870804,15.903202593508576
comparison,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,NN,comparison,comparison,comparison,12,1.4079571294295616,0.023746979212710285,0.07821984052386453,16.89548555315474
technique,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,techniqu,techniqu,techn,10,1.4871383754771865,0.027651101471183707,0.07081611311796127,14.871383754771866
property,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,properti,properti,property,11,1.4457456903189614,0.013106414079393308,0.027278220572055874,15.903202593508576
described,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,describ,describ,describ,11,1.4457456903189614,0.014449707808529767,0.03442251643616574,15.903202593508576
decreasing,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,VBG,decreas,decreas,decreas,11,1.4457456903189614,0.019666448147155922,0.042521932068204746,15.903202593508576
relatively,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,RB,rel,relat,rel,11,1.4457456903189614,0.013389201270010163,0.030760546602531094,15.903202593508576
indicating,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,VBG,indic,indic,ind,10,1.4871383754771865,0.02245444109982569,0.07081611311796127,14.871383754771866
prepared,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,JJ,prepar,prepar,prep,13,1.3731950231703498,0.018405502323174987,0.06539023919858808,17.851535301214547
standard,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,NN,standard,standard,standard,13,1.3731950231703498,0.013066113960468782,0.05721645929876457,17.851535301214547
corrosion,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,corros,corros,corrod,8,1.584048388485243,0.025081851575410725,0.08562423721541855,12.672387107881944
ductility,13,0.000472538257424303,11.047281242677174,0.00522026302769086,9,NN,ductil,ductil,ductil,11,1.4457456903189614,0.01852724747966031,0.048191523010632044,15.903202593508576
compression,13,0.000472538257424303,11.047281242677174,0.00522026302769086,11,NN,compress,compress,compress,11,1.4457456903189614,0.02029353488475858,0.04015960250886003,15.903202593508576
improve,13,0.000472538257424303,11.047281242677174,0.00522026302769086,7,VB,improv,improv,improv,9,1.5328958660378615,0.02116534490853818,0.04790299581368317,13.796062794340754
atmosphere,13,0.000472538257424303,11.047281242677174,0.00522026302769086,10,RB,atmospher,atmospher,atmosph,10,1.4871383754771865,0.024048941219312385,0.07081611311796127,14.871383754771866
sintered,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,VBN,sinter,sinter,sint,11,1.4457456903189614,0.03738136593511407,0.14457456903189614,15.903202593508576
ordering,13,0.000472538257424303,11.047281242677174,0.00522026302769086,8,VBG,order,order,ord,10,1.4871383754771865,0.024752696954173557,0.05948553501908746,14.871383754771866
polycrystalline,13,0.000472538257424303,11.047281242677174,0.00522026302769086,15,NN,polycrystallin,polycrystallin,polycrystallin,11,1.4457456903189614,0.014894930982782982,0.042521932068204746,15.903202593508576
quantitative,13,0.000472538257424303,11.047281242677174,0.00522026302769086,12,NN,quantit,quantit,quantit,12,1.4079571294295616,0.019663836109812153,0.05028418319391291,16.89548555315474
nico,13,0.000472538257424303,11.047281242677174,0.00522026302769086,4,NN,nico,nico,nico,13,1.3731950231703498,0.017608944153829815,0.04904267939894106,17.851535301214547
tensile,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,tensil,tensil,tensil,9,1.5328958660378615,0.018638527112338765,0.03832239665094654,13.796062794340754
understand,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,NN,understand,understand,understand,12,1.4079571294295616,0.021494876831446724,0.10830439457150474,16.89548555315474
tem,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,3,NN,tem,tem,tem,9,1.5328958660378615,0.01710921672080442,0.04790299581368317,13.796062794340754
nicr,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,nicr,nicr,nicr,9,1.5328958660378615,0.022317193746320782,0.054746280929923626,13.796062794340754
valence,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,valenc,valenc,val,12,1.4079571294295616,0.014292882993951565,0.025142091596956455,16.89548555315474
times,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NNS,time,time,tim,11,1.4457456903189614,0.019035925687593724,0.048191523010632044,15.903202593508576
andor,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NN,andor,andor,and,12,1.4079571294295616,0.013244450610354517,0.0293324401964492,16.89548555315474
corresponds,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,NNS,correspond,correspond,correspond,8,1.584048388485243,0.020209944733364647,0.06600201618688512,12.672387107881944
especially,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,RB,especi,especi,espec,12,1.4079571294295616,0.012663219796344443,0.03910992026193227,16.89548555315474
taken,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,VBN,taken,taken,tak,12,1.4079571294295616,0.016899198384289462,0.06121552736650268,16.89548555315474
characteristics,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,15,NNS,characterist,characterist,charact,11,1.4457456903189614,0.026738969340871232,0.10326754930849724,15.903202593508576
isotropic,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,isotrop,isotrop,isotrop,10,1.4871383754771865,0.021890041173393264,0.08261879863762146,14.871383754771866
carried,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,VBN,carri,carri,carry,11,1.4457456903189614,0.015840482934922868,0.05072791895856005,15.903202593508576
applications,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,12,NNS,applic,applic,apply,10,1.4871383754771865,0.01652509769073838,0.03341883989836374,14.871383754771866
reference,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,refer,refer,ref,10,1.4871383754771865,0.013546019642737484,0.025205735177579434,14.871383754771866
account,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,account,account,account,12,1.4079571294295616,0.02276720599619995,0.0879973205893476,16.89548555315474
curves,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,6,NNS,curv,curv,curv,9,1.5328958660378615,0.026618401286602648,0.0464513898799352,13.796062794340754
calculate,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,calcul,calcul,calc,11,1.4457456903189614,0.01868835985636666,0.048191523010632044,15.903202593508576
interest,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,8,NN,interest,interest,interest,10,1.4871383754771865,0.013950811159665316,0.03034976276484054,14.871383754771866
eds,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,3,NN,ed,ed,ed,8,1.584048388485243,0.022120508996356085,0.06211954464648012,12.672387107881944
obvious,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,JJ,obviou,obvious,obvy,10,1.4871383754771865,0.016231339042626868,0.03583465965005269,14.871383754771866
first-principles,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,16,NNS,first-principl,first-principl,first-principles,12,1.4079571294295616,0.015089801533470221,0.028733818967950235,16.89548555315474
computationally,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,15,RB,comput,comput,comput,11,1.4457456903189614,0.018572634950333636,0.04381047546421095,15.903202593508576
slip,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,slip,slip,slip,10,1.4871383754771865,0.028875912799739233,0.07626350643472751,14.871383754771866
independent,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,JJ,independ,independ,independ,11,1.4457456903189614,0.012164432153712235,0.031429254137368724,15.903202593508576
estimated,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,VBN,estim,estim,estim,11,1.4457456903189614,0.02249622751108119,0.06285850827473745,15.903202593508576
effective,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,JJ,effect,effect,effect,11,1.4457456903189614,0.019353525698500622,0.06884503287233149,15.903202593508576
site,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,4,NN,site,site,sit,8,1.584048388485243,0.02625499699862154,0.07200219947660196,12.672387107881944
usually,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,RB,usual,usual,us,12,1.4079571294295616,0.012782275260139078,0.028733818967950235,16.89548555315474
formula,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,7,NN,formula,formula,formul,11,1.4457456903189614,0.019424557528161978,0.07228728451594807,15.903202593508576
reasonable,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,10,JJ,reason,reason,reason,12,1.4079571294295616,0.020135124556539343,0.056318285177182466,16.89548555315474
expansion,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,NN,expans,expans,expand,10,1.4871383754771865,0.019556702980700565,0.04957127918257288,14.871383754771866
intrinsic,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,JJ,intrins,intrins,intrins,10,1.4871383754771865,0.015982838299943698,0.05218029387639251,14.871383754771866
level,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,5,NN,level,level,level,8,1.584048388485243,0.02267237856851165,0.04061662534577546,12.672387107881944
physical,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,8,JJ,physic,physic,phys,10,1.4871383754771865,0.016607482458283796,0.026090146938196255,14.871383754771866
equilibrium,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,11,NN,equilibrium,equilibrium,equilibr,10,1.4871383754771865,0.016794065833852782,0.03198147044036961,14.871383754771866
increased,12,0.0004361891606993566,11.16275846009711,0.004869074243799401,9,VBN,increas,increas,increas,10,1.4871383754771865,0.01860697431099203,0.06465819023813854,14.871383754771866
detected,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,8,VBN,detect,detect,detect,10,1.4871383754771865,0.019644517417475235,0.04248966787077676,14.871383754771866
processing,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,NN,process,process,process,10,1.4871383754771865,0.021707864513690396,0.08747872796924626,14.871383754771866
conducted,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,VBN,conduct,conduct,conduc,9,1.5328958660378615,0.019595420315048753,0.07299504123989817,13.796062794340754
stronger,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,8,JJR,stronger,stronger,stronger,8,1.584048388485243,0.02022105004788137,0.05725476102958709,12.672387107881944
published,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,VBN,publish,publish,publ,11,1.4457456903189614,0.020880613818833885,0.06285850827473745,15.903202593508576
typical,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,7,JJ,typic,typic,typ,11,1.4457456903189614,0.02061331195521591,0.06884503287233149,15.903202593508576
hcp,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,3,NN,hcp,hcp,hcp,9,1.5328958660378615,0.02545068431670861,0.09580599162736635,13.796062794340754
consolidated,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,12,JJ,consolid,consolid,consolid,10,1.4871383754771865,0.041491024872045534,0.14871383754771866,14.871383754771866
ecas,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,4,NN,eca,eca,eca,9,1.5328958660378615,0.03950988927845188,0.07664479330189308,13.796062794340754
additions,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,NNS,addit,addit,addit,10,1.4871383754771865,0.02915587479782496,0.14871383754771866,14.871383754771866
electrical,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,JJ,electr,electr,elect,8,1.584048388485243,0.019458585989259765,0.03300100809344256,12.672387107881944
furthermore,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,11,RB,furthermor,furthermor,furtherm,11,1.4457456903189614,0.014125638924895583,0.03362199279811538,15.903202593508576
achieved,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,8,VBN,achiev,achiev,achiev,10,1.4871383754771865,0.023666731595095407,0.08747872796924626,14.871383754771866
fitting,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,7,NN,fit,fit,fit,8,1.584048388485243,0.02397316426242119,0.06600201618688512,12.672387107881944
often,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,5,RB,often,often,oft,10,1.4871383754771865,0.011804858228442077,0.02974276750954373,14.871383754771866
leading,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,7,VBG,lead,lead,lead,11,1.4457456903189614,0.015175226329382048,0.04985329966617108,15.903202593508576
disordered,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,VBN,disord,disord,disord,9,1.5328958660378615,0.02044526999360709,0.049448253743156825,13.796062794340754
potential,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,JJ,potenti,potenti,pot,10,1.4871383754771865,0.015137301078913316,0.03458461338319038,14.871383754771866
basis,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,5,NN,basi,basi,bas,11,1.4457456903189614,0.01637101608204167,0.07228728451594807,15.903202593508576
certain,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,7,JJ,certain,certain,certain,10,1.4871383754771865,0.013366720247352571,0.04310546015875903,14.871383754771866
containing,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,VBG,contain,contain,contain,10,1.4871383754771865,0.024838644716199988,0.1351943977706533,14.871383754771866
interval,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,8,NN,interv,interv,interv,10,1.4871383754771865,0.014544889607255019,0.026090146938196255,14.871383754771866
ni-cocr,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,7,NN,ni-cocr,ni-cocr,ni-cocr,9,1.5328958660378615,0.013348752107535278,0.028922563510148328,13.796062794340754
demonstrates,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,12,NNS,demonstr,demonstr,demonst,10,1.4871383754771865,0.042775887344770815,0.09294614846732416,14.871383754771866
microscopy,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,NN,microscopi,microscopi,microscop,9,1.5328958660378615,0.01836386833308626,0.0433838452652225,13.796062794340754
zrnbmoreru,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,10,NN,zrnbmoreru,zrnbmoreru,zrnbmoreru,8,1.584048388485243,0.0170588798881505,0.02779032260500426,12.672387107881944
excellent,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,NN,excel,excel,excel,8,1.584048388485243,0.013827300163457823,0.03168096776970486,12.672387107881944
dependent,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,9,NN,depend,depend,depend,10,1.4871383754771865,0.015017696369130824,0.026090146938196255,14.871383754771866
main,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,4,JJ,main,main,main,9,1.5328958660378615,0.024532293869665392,0.057845127020296656,13.796062794340754
occurs,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,6,NNS,occur,occur,occ,10,1.4871383754771865,0.020653071336432474,0.07081611311796127,14.871383754771866
alcocrfenimn,11,0.00039984006397441024,11.28828934218097,0.004513510332739293,12,NN,alcocrfenimn,alcocrfenimn,alcocrfenimn,9,1.5328958660378615,0.017353410203504584,0.0528584781392366,13.796062794340754
varying,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,VBG,vari,vari,vary,9,1.5328958660378615,0.019138275185577938,0.03832239665094654,13.796062794340754
resulting,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,9,VBG,result,result,result,10,1.4871383754771865,0.017782062404553423,0.03458461338319038,14.871383754771866
crystallite,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,11,NN,crystallit,crystallit,crystallit,8,1.584048388485243,0.035311136599276115,0.07092753978292132,12.672387107881944
assessment,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,10,NN,assess,assess,assess,9,1.5328958660378615,0.030519780553831866,0.0929027797598704,13.796062794340754
final,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,5,JJ,final,final,fin,10,1.4871383754771865,0.024901939374495217,0.08261879863762146,14.871383754771866
approximate,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,11,NN,approxim,approxim,approxim,8,1.584048388485243,0.03897574186922789,0.11314631346323163,12.672387107881944
accurate,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,8,NN,accur,accur,acc,8,1.584048388485243,0.021520734314161294,0.04800146631773464,12.672387107881944
high-temperature,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,16,NN,high-temperatur,high-temperatur,high-temperature,9,1.5328958660378615,0.012254787334289483,0.02254258626526267,13.796062794340754
amount,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,6,NN,amount,amount,amount,9,1.5328958660378615,0.024610353739179823,0.08516088144654786,13.796062794340754
class,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,5,NN,class,class,class,8,1.584048388485243,0.01307649397378208,0.021310068006527932,12.672387107881944
multiple,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,8,NN,multipl,multipl,multipl,10,1.4871383754771865,0.010878360537470851,0.016164547559534635,14.871383754771866
becomes,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,NNS,becom,becom,becom,9,1.5328958660378615,0.010282674133648822,0.020714809000511644,13.796062794340754
hence,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,5,NN,henc,henc,hent,10,1.4871383754771865,0.016608732343433776,0.03304751945504859,14.871383754771866
ordered,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,VBN,order,order,ord,9,1.5328958660378615,0.02758115440318038,0.05378581986097759,13.796062794340754
example,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,NN,exampl,exampl,exampl,9,1.5328958660378615,0.013146497790568779,0.0228790427766845,13.796062794340754
mixture,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,NN,mixtur,mixtur,mixt,9,1.5328958660378615,0.016656519098750145,0.030056781687016892,13.796062794340754
always,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,6,RB,alway,alway,alway,10,1.4871383754771865,0.013198667783422097,0.04647307423366208,14.871383754771866
points,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,6,NNS,point,point,point,10,1.4871383754771865,0.018343155772815284,0.0619640989782161,14.871383754771866
distributed,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,11,VBN,distribut,distribut,distribut,9,1.5328958660378615,0.017512492176504923,0.035648741070647944,13.796062794340754
terms,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,5,NNS,term,term,term,9,1.5328958660378615,0.021196860251472736,0.09017034506105068,13.796062794340754
bonding,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,7,NN,bond,bond,bond,8,1.584048388485243,0.0211704063981906,0.03370315720181368,12.672387107881944
core,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,4,NN,core,core,cor,8,1.584048388485243,0.019412626637072408,0.042054381995183444,12.672387107881944
still,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,5,RB,still,still,stil,10,1.4871383754771865,0.009805587686775932,0.02253239962844222,14.871383754771866
identified,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,10,VBN,identifi,identifi,ident,9,1.5328958660378615,0.029508972326437375,0.07664479330189308,13.796062794340754
confirmed,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,9,VBN,confirm,confirm,confirm,10,1.4871383754771865,0.019786752877370646,0.08261879863762146,14.871383754771866
determination,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,13,NN,determin,determin,determin,9,1.5328958660378615,0.025392259752465316,0.12774132216982179,13.796062794340754
mainly,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,6,RB,mainli,main,main,10,1.4871383754771865,0.02114641287269573,0.05311208483847094,14.871383754771866
phase-pure,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,10,NN,phase-pur,phase-pur,phase-pur,10,1.4871383754771865,0.018458637460985604,0.04130939931881073,14.871383754771866
experiment,10,0.00036349096724946385,11.425792865930905,0.0041531725004292485,10,NN,experi,experi,expery,9,1.5328958660378615,0.022204770648770765,0.03738770404970394,13.796062794340754
research,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,NN,research,research,research,9,1.5328958660378615,0.014045281949234236,0.03332382317473612,13.796062794340754
recent,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,6,JJ,recent,recent,rec,8,1.584048388485243,0.013297589735409412,0.020051245423863835,12.672387107881944
transactions,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,12,NN,transact,transact,transact,9,1.5328958660378615,0.02142666669107217,0.09017034506105068,13.796062794340754
equal,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,JJ,equal,equal,eq,8,1.584048388485243,0.010021277639452472,0.019317663274210282,12.672387107881944
typically,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,9,RB,typic,typic,typ,8,1.584048388485243,0.014519306279157061,0.03771543782107721,12.672387107881944
normalized,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,10,VBN,normal,normal,norm,8,1.584048388485243,0.03959462117786117,0.08800268824918016,12.672387107881944
special,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,7,JJ,special,special,spec,9,1.5328958660378615,0.02102621897434654,0.09017034506105068,13.796062794340754
conditions,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,10,NNS,condit,condit,condit,8,1.584048388485243,0.01998968359581489,0.08800268824918016,12.672387107881944
predicts,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,8,NNS,predict,predict,predict,9,1.5328958660378615,0.016792140410716444,0.05677392096436524,13.796062794340754
least,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,5,JJS,least,least,least,9,1.5328958660378615,0.011434112376296865,0.024724126871578413,13.796062794340754
metallurgical,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,13,NN,metallurg,metallurg,metallurg,9,1.5328958660378615,0.02142666669107217,0.09017034506105068,13.796062794340754
body-centered,9,0.00032714187052451747,11.577795959375955,0.00378758182670145,13,JJ,body-cent,body-cent,body-centered,8,1.584048388485243,0.014993096865668956,0.03771543782107721,12.672387107881944
